ID,Subestación de Poder,Alimentador,Zona Mantenimiento,SED,Nombre,Kva Etdtrafo,Clientes,Netbilling,Electrodependientes,Ordenes SAP,Avisos SAP,Solicitudes Daño Individual,Solicitudes SEC SERNAC,Solicitudes DOM,Presentaciones,Interrupciones BT
3644,Playa Ancha,Tomás Ramos,valparaiso,11796,SED San Rafael,75.00 kVA,109,,1,,,23,,6,1,1
3645,Concón,Expreso RPC,Costa,21438,Parcela 29 _ Las Gaviotas,75.00 kVA,16,,,1,,12,,2,,3
3646,San Rafael,San Rafael,Los Andes,42111,Vista Cordillera II Sur,75.00 kVA,73,1,,,,9,,4,,
3647,La Calera,Artificio,Quillota,32225,P de Valdivia Baquedano,75.00 kVA,34,,,1,1,6,,4,1,
3648,La Calera,La Cruz,Quillota,30764,Prat JJ Perez,300.00 kVA,68,,,1,,4,,3,,
3649,San Rafael,El Almendral,Los Andes,42596,Portones del Inca_Calle H,75.00 kVA,80,,,,,7,,4,,
3650,Quintero,Loncura,Costa,23548,SED Comunidad Nueva Esperanza,200.00 kVA,95,,,,,11,,1,,
3651,San Pedro,Said,Quillota,30855,Sendero 4,150.00 kVA,196,,,,,5,,2,,
3652,Quilpué,Paso Hondo,Marga Marga,23708,Los Maitenes II Etapa 1,100.00 kVA,110,,,,,8,,4,1,
3653,Mayaca,Boco,Quillota,32184,Condominio Ayelen,150.00 kVA,130,,,,,5,,,,1
3654,San Pedro,San Isidro,Quillota,32235,Poblacion 19 Febrero Nahuelbuta,100.00 kVA,130,,,,,7,,1,1,
3655,La Calera,Artificio,Quillota,30982,Vecinal La Peña 3,45.00 kVA,20,,,1,1,7,,1,,1
3656,San Antonio,Aguas Buenas,San Antonio,50882,BALMACEDA CURA BARROS,45.00 kVA,57,,,,,,,,,2
3657,San Rafael,Chacabuco,Los Andes,40644,Pedro Agurre Cerda Galvez,15.00 kVA,10,,,,,5,,2,1,
3658,Peñablanca,El Pangal,Quillota,30527,Sta Rosa Sta Julia,45.00 kVA,33,,,,,11,,3,,1
3659,San Rafael,Centenario,Los Andes,42032,Schneider_Bueras,75.00 kVA,72,,,,,3,,1,,1
3660,San Pedro,Olmué,Quillota,30724,Cond La Dormida Las Majadas,75.00 kVA,29,,,,,4,,,,1
3661,Placeres,Placilla,valparaiso,10757,O`higgins Valle Futuro,150.00 kVA,131,,,,,12,,4,1,1
3662,Valparaíso,Sauce,valparaiso,10339,Agua Potable Vista Hermosa,75.00 kVA,107,,,,,34,,6,1,1
3663,San Rafael,San Rafael,Los Andes,40853,San Rafael_El Bosque,75.00 kVA,41,1,,,,12,,4,,1
3664,Placeres,Placeres,valparaiso,10140,Phillippi Vivar,300.00 kVA,49,,2,2,,18,,3,,7
3665,San Antonio,San Juan,San Antonio,51453,AVENIDA SAN JUAN DON PASCUAL,75.00 kVA,68,,,,,30,,3,1,
3666,San Antonio,Barrancas,San Antonio,50877,REPUBLICA CURICO,45.00 kVA,85,,,,,6,,4,,
3667,Quilpué,Freire,Marga Marga,20598,Pasaje 1 Tierras Rojas,75.00 kVA,131,,,,,11,,1,2,
3668,San Pedro,Lliu Lliu,Quillota,30239,Rauten el Huape,150.00 kVA,43,,,,,34,,4,1,1
3669,Miraflores,Viña del Mar Alto,Costa,20824,Villa Montes 3,75.00 kVA,72,,,,,12,,7,1,1
3670,San Felipe,Putaendo,Los Andes,42723,Santa Margarita_El Tranque,150.00 kVA,35,,,1,1,28,,3,,2
3671,Placeres,Agua Santa,valparaiso,10142,Placeres Alto Dos,150.00 kVA,69,,1,,,14,,8,,3
3672,San Felipe,Tocornal,Los Andes,42333,Tocornal_Los Maitenes,45.00 kVA,22,,,,,18,,5,1,2
3673,Mayaca,Pocochay,Quillota,31261,Lorca Prieto Callejon Orellana,75.00 kVA,12,,,,,8,,1,2,1
3674,San Pedro,San Isidro,Quillota,30617,La Tetera Cmno Internacional,150.00 kVA,24,,,,,6,,4,,
3675,Peñablanca,El Rincón,Marga Marga,23929,SED Las Acacias,100.00 kVA,104,,,,,8,,2,,1
3676,Peñablanca,El Rincón,Marga Marga,23216,Conj Daniel 2 Hipodromo,150.00 kVA,173,,,,,4,,3,,
3677,San Felipe,Putaendo,Los Andes,40869,Las Compuertas 2,30.00 kVA,22,,,,,4,,3,,
3678,San Antonio,San Antonio,San Antonio,50400,21 de Mayo,150.00 kVA,28,,,,,6,,3,,3
3679,San Antonio,Pesqueras,San Antonio,50916,LA MARINA GENDARMERIA,150.00 kVA,48,,,,,8,,1,,2
3680,San Rafael,El Almendral,Los Andes,42609,Cond. San Felipe_Tocornal Oriente,150.00 kVA,104,,,,,8,,3,,
3681,Quilpué,Villa Alemana,Marga Marga,23428,Marga Marga 1 España 2,150.00 kVA,129,,1,,,5,,2,1,
3682,Placilla,Curauma,valparaiso,10234,Undecima Primera Norte,75.00 kVA,129,,,,,17,,6,,1
3683,San Pedro,Pachacama,Quillota,30222,Las Casas de Romeral,45.00 kVA,34,,,,,4,,,1,
3684,Placilla,Curauma,valparaiso,10589,Los Acantos Los Romerillos,100.00 kVA,116,,1,,,14,,8,1,
3685,Quilpué,El Carmen,Marga Marga,21412,Santa Rosa El Bosque 4,10.00 kVA,19,,,,,62,,23,1,3
3686,Catemu,Catemu,Los Andes,42314,Villa Alegre_La Colonia,45.00 kVA,52,,1,,,1,,1,,
3687,Reñaca,Montemar,Costa,22957,Las Tortolas Las Perdices,300.00 kVA,71,,,,,13,,6,,2
3688,Panquehue,Panquehue,Los Andes,43206,Encon_Palomar 5,45.00 kVA,9,,,,,,,,,1
3689,Quintero,Quintero,Costa,22760,P. Moraga Normandie,100.00 kVA,34,,1,,,5,,1,2,
3690,Quilpué,Belloto,Marga Marga,22879,Peyronet Galleguillos,75.00 kVA,92,,,2,2,12,,4,,1
3691,El Melón,Nogales,Quillota,31051,Puertas Coloradas Las Parcelas,10.00 kVA,13,,,,,12,,3,,1
3692,El Melón,Nogales,Quillota,30824,Casas Viejas Juan Rusque estero,30.00 kVA,26,,,,,6,,3,,
3693,San Pedro,Olmué,Quillota,31478,Granizo Lo Guala,45.00 kVA,17,,,,,3,,,1,1
3694,Reñaca,Costa Brava,Costa,21510,V. Mackenna A.Pinto 2,100.00 kVA,106,,,,,3,,2,,2
3695,Reñaca,Costa Brava,Costa,20312,Vicuña Mackenna Anibal Pinto,300.00 kVA,106,,,,,7,,1,2,1
3696,Quilpué,Quilpué,Marga Marga,20344,Barros Arana Covadonga,45.00 kVA,107,,,,,12,,3,,1
3697,Quilpué,Villa Alemana,Marga Marga,20694,Calle 1 Calle 4,75.00 kVA,128,,,,,3,,1,,1
3698,Placeres,Polanco,valparaiso,10026,Benjamin Franklin,100.00 kVA,128,,,,,8,,5,2,
3699,San Rafael,San Esteban,Los Andes,43214,Alessandri Portal de San Esteban,45.00 kVA,26,,,,,,,,,1
3700,San Rafael,San Esteban,Los Andes,40100,La Florida La Union,45.00 kVA,39,,,,,2,,2,,
3701,Miraflores,Achupallas,Costa,20235,Villa Dulce 8,75.00 kVA,121,,,,,32,,4,,1
3702,San Antonio,Barrancas,San Antonio,50468,Los Laureles  Las Violetas,75.00 kVA,20,,,,,8,,1,,1
3703,Quilpué,Belloto,Marga Marga,22958,Del Alheli Cacique,100.00 kVA,64,,,,,9,,4,3,
3704,San Rafael,San Rafael,Los Andes,43178,San Rafael_El Bosque 2,100.00 kVA,35,,,,,11,,8,,
3705,Peñablanca,El Pangal,Quillota,31336,Carelmapu,75.00 kVA,64,,,,,11,,3,,
3706,Reñaca,Costa Brava,Costa,21981,Francisco Sosa Camino del Alto,750.00 kVA,281,,,,,6,,3,,
3707,Placilla,Peñuelas,valparaiso,11421,Bosque Real 3,300.00 kVA,88,,,,,9,,4,3,1
3708,Playa Ancha,Pacifico,valparaiso,10157,SED Porvenir,75.00 kVA,104,,1,,,11,,7,2,
3709,Las Vegas,Santa Teresa,Los Andes,40402,Estadio Llay Llay,75.00 kVA,10,,,,,5,,3,,2
3710,Las Vegas,Porvenir,Los Andes,40400,Barrio Industrial,75.00 kVA,10,,,,,10,,6,,1
3711,Concón,Expreso RPC,Costa,20997,Los Flamencos 1,37.50 kVA,14,,,,,18,,6,,2
3712,Mayaca,Pocochay,Quillota,30030,Parcela San Antonio Cmno Internacional,75.00 kVA,47,,,,,14,,3,1,1
3713,San Pedro,Olmué,Quillota,31351,Acceso El Venado Qda Alvarado,15.00 kVA,14,,,,,2,,,,2
3714,Concón,Tabolango,Costa,31599,Las Araucarias Nueva Aurora,45.00 kVA,25,,,,,29,,10,1,1
3715,San Pedro,Said,Quillota,31430,Villa Napolis 1,100.00 kVA,75,,,,,4,,1,2,
3716,Miraflores,Salinas,Costa,20004,Achupallas 4,75.00 kVA,93,,,,,13,,6,,1
3717,San Rafael,Los Andes,Los Andes,40762,Rotonda El Castillo,15.00 kVA,10,,,,,5,,3,,1
3718,Reñaca,Costa Brava,Costa,20375,La Joya Buena Vista,150.00 kVA,76,,,,,3,,,4,1
3719,Concón,Higuerillas,Costa,23077,SED Borgoño San Agustin,75.00 kVA,12,,,,,4,,3,3,4
3720,Bosquemar,Lilenes,Costa,21992,SED Concon Reñaca El Cafeto,100.00 kVA,21,,,,,6,,1,1,3
3721,San Antonio,San Antonio,San Antonio,50940,SEGUNDO BUSTAMANTE ATARDECER,75.00 kVA,82,,,,,3,,2,1,
3722,Peñablanca,Huanhuali,Marga Marga,21000,Valparaiso La Portada,75.00 kVA,84,,,,,7,,6,,
3723,Valparaíso,Uruguay,valparaiso,10692,JUAN FERNANDEZ LAS GUAITECAS,75.00 kVA,63,,,,,35,,9,,3
3724,Valparaíso,Sauce,valparaiso,10542,Munich Hospital,300.00 kVA,126,,,,,8,,,3,1
3725,Quintero,Maitenes,Costa,21713,Gomez Carreño Roca 3,150.00 kVA,83,,,,,4,,2,,
3726,San Pedro,Lliu Lliu,Quillota,30289,Lo Chaparro,75.00 kVA,27,,,,,7,,4,,1
3727,Miraflores,Viña del Mar Alto,Costa,20823,Irene Frei Pje.Las Palmas,75.00 kVA,83,,,,,8,,2,1,2
3728,La Calera,Hijuelas,Quillota,30564,Cuartel Panamericana,50.00 kVA,11,,,,,,,,,2
3729,San Pedro,Pachacama,Quillota,30662,Parque Ocoa Final,150.00 kVA,22,,,,,8,,3,,
3730,La Calera,Hijuelas,Quillota,31633,Manuel Rodriguez El Molino,150.00 kVA,22,,,,,4,,3,,
3731,Quilpué,Freire,Marga Marga,22528,Serena Troncos Viejos,100.00 kVA,57,,,,,11,,8,,1
3732,Reñaca,Alejandro Navarrete,Costa,23123,Eduardo Yañez Ancud,100.00 kVA,92,1,,,,15,,9,,
3733,El Melón,Pataguas,Quillota,30209,Panamericana Cuesta El Melón,45.00 kVA,19,1,,,,4,,1,,1
3734,El Melón,Pataguas,Quillota,30828,Puente Negro Navio 2,30.00 kVA,19,,,,,6,,4,,
3735,Mayaca,Prat,Quillota,30804,Portales Herboso,150.00 kVA,74,,,,,12,,5,,
3736,Quintero,Loncura,Costa,20708,SED Valle Alegre Escuela,15.00 kVA,33,,,,,28,,2,,1
3737,San Pedro,Olmué,Quillota,30335,Las Vertientes Qda Alvarado,45.00 kVA,47,,,,,8,,1,,1
3738,Valparaíso,Brasil,valparaiso,10830,Freire Yungay,500.00 kVA,70,,,,,6,,5,4,1
3739,Quilpué,El Sol,Marga Marga,23629,Sed Lomas Verdes 2,30.00 kVA,39,,,,,22,,2,1,4
3740,Quilpué,Quilpué,Marga Marga,23686,Mena Buenos Aires,75.00 kVA,78,,,,,11,,5,,1
3741,San Rafael,San Vicente,Los Andes,42987,SED Pob. Bellavista O. Granadino 2,100.00 kVA,91,,,,,4,,1,1,
3742,Quilpué,El Carmen,Marga Marga,21695,Los Molinos 2,100.00 kVA,71,,,,,7,,4,,1
3743,Mayaca,Boco,Quillota,31548,Altos de Serrano 3,100.00 kVA,92,,,,,1,,1,,1
3744,San Antonio,San Juan,San Antonio,50632,Parcela 2 Santa Blanca,15.00 kVA,19,,,,,8,,3,4,2
3745,Peñablanca,El Rincón,Marga Marga,23311,Los Naranjos III,75.00 kVA,99,,,,,15,,,1,1
3746,Valparaíso,Puerto 2,valparaiso,10819,Cochrane Gomez Carreño,750.00 kVA,111,,,,,14,,3,2,1
3747,San Felipe,Putaendo,Los Andes,42273,Central Las Compuertas,30.00 kVA,21,,,,,4,,,,1
3748,San Felipe,Putaendo,Los Andes,42391,Loteo Los Ríos II,75.00 kVA,63,,,,,5,,1,,
3749,Miraflores,Viña del Mar Alto,Costa,20825,Bosques A.Santa Padre Hurtado,300.00 kVA,163,,,,,26,,3,1,
3750,San Rafael,San Vicente,Los Andes,40907,EL SAUCE EL NOGAL,15.00 kVA,18,,,,,14,,,,5
3751,San Rafael,San Esteban,Los Andes,40896,Reyes_Roma,30.00 kVA,25,1,,,,12,,1,1,
3752,Placeres,Agua Santa,valparaiso,21484,Borinquen Celba,45.00 kVA,74,,,,,16,,2,,3
3753,Quintero,Loncura,Costa,23366,Calle Dos Chilicauquen 3,15.00 kVA,22,,,,,9,,1,,1
3754,Miraflores,Viña del Mar Alto,Costa,23644,SED Altos de Viña Sendero Norte,500.00 kVA,203,,,,,1,,1,,1
3755,Reñaca,Jorge Montt,Costa,23538,Sed Halimeda Salinas del Mar,500.00 kVA,203,,,,,1,,,2,
3756,San Felipe,Tocornal,Los Andes,42483,Mendocita El Arrayan,45.00 kVA,14,,,,,4,,1,,1
3757,Reñaca,Costa Brava,Costa,23881,SED Lomas de Cochoa Las Perlas,300.00 kVA,135,,,,,,,,3,
3758,Miraflores,Viña del Mar Alto,Costa,20959,8 de Julio Santa Maria,45.00 kVA,110,,4,,,21,,5,1,1
3759,Placilla,Curauma,valparaiso,10602,Los Abedules El Belloto,100.00 kVA,100,,,,,46,,11,,
3760,San Rafael,San Vicente,Los Andes,40022,Camino Internacional_Primera Quebrada,75.00 kVA,67,,,,,11,,4,,
3761,San Pedro,Olmué,Quillota,30792,El Retiro Eastmann,30.00 kVA,9,,,,,5,,3,,2
3762,San Pedro,Lliu Lliu,Quillota,32016,Callejon la Obra,75.00 kVA,23,,,,,17,,5,,1
3763,La Calera,La Cruz,Quillota,30818,Santos Molina Troncal,75.00 kVA,30,,,,,6,,1,1,
3764,Valparaíso,Expreso Baquedano,valparaiso,10440,Pedro Montt Rawson,500.00 kVA,122,,,,,11,,9,,
3765,Quilpué,El Carmen,Marga Marga,21580,Berlin LaTorre,45.00 kVA,61,,,,,9,,6,2,
3766,Quilpué,Quilpué,Marga Marga,20529,Los Zafiros La Plata,100.00 kVA,122,,,,,19,,5,,
3767,Reñaca,Glorias Navales,Costa,21377,SED Paulito Andrés,75.00 kVA,23,,,,,11,,2,,11
3768,Peñablanca,El Pangal,Quillota,30310,SED Lo Hidalgo,30.00 kVA,54,,,,,24,,,3,1
3769,San Pedro,Said,Quillota,31038,Av Valparaiso Reactivo Flotacion,100.00 kVA,30,,1,1,1,8,,3,,3
3770,Reñaca,Glorias Navales,Costa,22697,AV Quinta Calle Cuatro,150.00 kVA,134,,,,,19,,4,1,
3771,San Felipe,Putaendo,Los Andes,40303,El Tartaro 1,37.50 kVA,31,,,,,12,,2,,
3772,San Felipe,Putaendo,Los Andes,42282,Comité Putaendo Solidario,75.00 kVA,62,,,,,4,,1,,
3773,San Antonio,Barrancas,San Antonio,50277,Sor  Teresa de los Andes,45.00 kVA,19,,,,,4,,1,,1
3774,Quintero,Maitenes,Costa,22577,SED Lazo Luis de la Cruz,75.00 kVA,32,,,,,5,,2,,1
3775,San Sebastián,Cartagena,San Antonio,50560,Quebrada Honda  Los Zarate,15.00 kVA,14,,,,,6,,4,,1
3776,San Rafael,Las Juntas,Los Andes,42799,Callejon La Capilla,45.00 kVA,11,,,,,5,,2,,1
3777,San Rafael,San Rafael,Los Andes,42781,Vista Cordillera III_Etapa 2,75.00 kVA,66,,,,,4,,1,,1
3778,San Felipe,Tocornal,Los Andes,40032,Tocornal El Pino,100.00 kVA,29,,,,,7,,1,,3
3779,San Felipe,Palomar,Los Andes,40486,5 de Abril_Riquelme,150.00 kVA,29,,,1,1,20,,4,,2
3780,Peñablanca,El Rincón,Marga Marga,23357,Las Mercedes II Las Acacias,150.00 kVA,60,,,,,7,,5,,1
3781,Peñablanca,El Rincón,Marga Marga,20612,Marga Marga El Alamo,75.00 kVA,96,,,,,13,,3,1,
3782,Valparaíso,Uruguay,valparaiso,10407,SED Grumete Bravo Riquelme,75.00 kVA,90,,,,,12,,5,2,1
3783,Placeres,Placilla,valparaiso,10194,Rocuant Calle Seis,75.00 kVA,83,,1,,,53,,7,,2
3784,Placilla,Peñuelas,valparaiso,10880,Brisas de Curauma 2,300.00 kVA,98,1,,,,7,,7,2,
3785,Peñablanca,El Pangal,Quillota,31420,Hacienda Limache San Alfonso 4,100.00 kVA,15,,,,,24,,6,3,
3786,San Pedro,Olmué,Quillota,31560,El Tebal Rta F10 G,30.00 kVA,36,,,,,8,,3,1,
3787,Peñablanca,El Pangal,Quillota,30930,Independencia P Romano,300.00 kVA,45,1,,,,4,,1,,1
3788,Quilpué,Belloto,Marga Marga,21340,Troncal Altos 2000,300.00 kVA,199,,,,,7,,3,,
3789,Reñaca,Jorge Montt,Costa,20126,Las Cañitas 5,300.00 kVA,197,,,,,22,,2,1,
3790,Placeres,Placeres,valparaiso,10499,Michimalongo Galvarino,75.00 kVA,107,,,,,12,,4,,2
3791,Mayaca,Pocochay,Quillota,30094,Lo Mardones La Palma,45.00 kVA,32,,,1,1,12,,,1,3
3792,Bosquemar,Manatiales,Costa,20953,Borgoño Labarca,300.00 kVA,79,,,,,4,,3,,
3793,Valparaíso,Independencia,valparaiso,10672,Vicuña Mackenna,45.00 kVA,82,,,,,36,,4,,3
3794,Río Blanco,Río Blanco,Los Andes,42150,Río Blanco_Hermanos Clark,15.00 kVA,20,,,,,13,,1,,4
3795,Quilpué,Quilpué,Marga Marga,23607,Eleuterio Ramirez Parque Las Palmas,500.00 kVA,99,,,,,3,,1,1,1
3796,Valparaíso,Sauce,valparaiso,10476,Jenofonte Cavendish,75.00 kVA,71,,,,,17,,10,1,1
3797,San Rafael,Chacabuco,Los Andes,43140,P.A. Cerda_Cond. Golf 2,100.00 kVA,18,,,,,5,,2,,
3798,San Pedro,Said,Quillota,31373,Conjunto Las Viñas 1,100.00 kVA,50,,,,,16,,5,1,
3799,San Rafael,Las Juntas,Los Andes,40555,Las Delicias_La Higuerita,15.00 kVA,12,,,1,1,8,,3,,1
3800,San Rafael,Las Juntas,Los Andes,40909,Bandurrias Espartaco,45.00 kVA,24,,,,,5,,,,1
3801,San Rafael,Los Andes,Los Andes,40985,Los Pinos - Alto del Puerto,75.00 kVA,14,,,,,11,,4,,
3802,San Rafael,Los Andes,Los Andes,42866,Calle Castro_Inmobiliaria Tabolango,75.00 kVA,28,,,,,4,,2,,
3803,Reñaca,Glorias Navales,Costa,23346,Edificio Vista Horizonte II,150.00 kVA,130,,,,,6,,1,1,1
3804,San Antonio,Pesqueras,San Antonio,50677,El Molo Angamos,150.00 kVA,34,,,,,17,,6,,1
3805,San Pedro,Olmué,Quillota,30339,Las Palmas Qda Alvarado,45.00 kVA,26,,,,,9,,,,1
3806,Quilpué,Villa Alemana,Marga Marga,21453,Calle 2 Huanhuali,150.00 kVA,94,,,,,6,,5,,
3807,San Felipe,Putaendo,Los Andes,40654,Brasil_Las Cabritas,15.00 kVA,10,,,,,1,,,,2
3808,San Felipe,Putaendo,Los Andes,40280,Las Coimas Club de Campo,45.00 kVA,20,,,,,8,,3,,
3809,Mayaca,Boco,Quillota,30873,Balmaceda Cementerio,75.00 kVA,87,,,,,10,,4,,
3810,Valparaíso,Puerto 1,valparaiso,10849,Pudeto,500.00 kVA,132,,,,,7,,3,1,1
3811,Reñaca,Costa Brava,Costa,23593,SED Liquidambar Edificio Alerce,300.00 kVA,117,,,,,1,,,1,
3812,Reñaca,Montemar,Costa,20700,Bulnes Prieto,150.00 kVA,97,,,,,22,,1,2,1
3813,Quintero,Loncura,Costa,20795,SED Maitenes Rodriguez,25.00 kVA,3,,,,,19,,6,2,6
3814,La Calera,Calera,Quillota,30753,G Lizasoain C Henriquez,150.00 kVA,45,,,,,4,,4,,
3815,Reñaca,Montemar,Costa,21301,Diego Almagro Valdivia,300.00 kVA,129,,,,,15,,4,1,
3816,San Pedro,Lliu Lliu,Quillota,30872,Los Laureles Poste 51,30.00 kVA,22,,,,,6,,2,,2
3817,Mayaca,Prat,Quillota,31380,Cond Rio Aconcagua 1,300.00 kVA,173,,,,,8,,,1,
3818,Placeres,Agua Santa,valparaiso,10447,Los Peumos Chirimoyos,150.00 kVA,70,,,,,18,,4,4,1
3819,San Rafael,San Vicente,Los Andes,40874,Comite Sueño Dorado 1a.Qda.,30.00 kVA,32,,,,,4,,2,,2
3820,San Rafael,San Rafael,Los Andes,40923,El Molino_Línea Ferrea,45.00 kVA,64,,,,,22,,1,,1
3821,San Rafael,Los Andes,Los Andes,40767,De la Fuente J Villarroel,150.00 kVA,51,,,,,8,,1,2,
3822,Playa Ancha,La Pólvora,valparaiso,10483,Baden Poewell El Ancla,75.00 kVA,95,,,,,25,,8,,1
3823,San Pedro,Olmué,Quillota,30941,Las Palmas Las Lomas Bajo,15.00 kVA,25,,,,,20,,1,,2
3824,Placilla,Peñuelas,valparaiso,10401,Villa Fundadores Curauma 2,75.00 kVA,87,,,,,30,,8,2,
3825,Placeres,Polanco,valparaiso,10360,Barrio Verde 1,300.00 kVA,261,,1,,,5,,1,,1
3826,Valparaíso,Independencia,valparaiso,10846,Plaza Victoria,300.00 kVA,261,,1,,,26,,4,,
3827,Las Vegas,Porvenir,Los Andes,40405,Santa Teresa_Panamericana,45.00 kVA,41,,,,,7,,2,,
3828,Las Vegas,Llay Llay,Los Andes,42922,Barrio Norte Etapa II,75.00 kVA,82,,,,,1,,1,,
3829,Placilla,Bosque,valparaiso,10546,España Belgica,100.00 kVA,40,,,,,32,,8,,6
3830,Placilla,Curauma,valparaiso,10745,Los Bosques Los Mantos,150.00 kVA,80,,,2,2,16,,9,2,
3831,San Pedro,San Isidro,Quillota,31021,Pataguas A Los Acacios,75.00 kVA,38,,,,,5,,2,2,1
3832,Valparaíso,Independencia,valparaiso,10842,Marina Mercante,750.00 kVA,346,,,,,35,,3,,
3833,Mayaca,Boco,Quillota,30075,Valparaiso Avezon,75.00 kVA,31,,,,,9,,2,,3
3834,Placilla,Peñuelas,valparaiso,10608,Faldeos de Curauma,300.00 kVA,115,,1,,,41,,9,,
3835,San Rafael,San Vicente,Los Andes,40614,Las Vizcachas,30.00 kVA,42,,,,,9,,3,,1
3836,San Felipe,Putaendo,Los Andes,42917,Sarmiento_Vicuña,100.00 kVA,84,,,,,10,,3,,
3837,Valparaíso,Uruguay,valparaiso,10968,Geopark 2,500.00 kVA,258,,,,,3,,2,1,
3838,San Pedro,Olmué,Quillota,31157,La Dormida Final,30.00 kVA,19,,,,,8,,4,,
3839,San Pedro,Olmué,Quillota,31428,Campo de Deporte Qda Alvarado,45.00 kVA,19,,,,,4,,4,,
3840,San Felipe,San Felipe,Los Andes,42473,Luis Gajardo_Santa Teresa,75.00 kVA,69,,,,,5,,4,,
3841,Bosquemar,Lilenes,Costa,22572,Los Lilenes 2,750.00 kVA,114,,,,,3,,2,,
3842,Miraflores,Viña del Mar Alto,Costa,20822,Cancha San Luis,75.00 kVA,63,,,,,6,,4,1,2
3843,Miraflores,Villa Dulce,Marga Marga,22950,Edificio Parque del Sol,300.00 kVA,151,,,,,6,,2,,1
3844,La Calera,La Palmilla,Quillota,30059,Kellermann,150.00 kVA,14,,,,,4,,,,2
3845,La Calera,Hijuelas,Quillota,31487,Cuartel Molino Godoy,100.00 kVA,20,,,,,9,,3,,
3846,San Rafael,Los Andes,Los Andes,40152,El Castillo,75.00 kVA,18,,,,,13,,3,,
3847,Reñaca,Glorias Navales,Costa,20176,Reñaca Alto 1,75.00 kVA,94,,,,,26,,6,1,
3848,Peñablanca,El Pangal,Quillota,30539,18 Septiembre Alegría,150.00 kVA,57,,,,,5,,3,,
3849,Concón,Expreso RPC,Costa,20921,Paraiso Mantagua 3,45.00 kVA,25,,,,,17,,6,,
3850,Concón,Expreso RPC,Costa,21669,Lomas de Mantagua 4,150.00 kVA,30,1,,,,37,,3,1,
3851,Bosquemar,Lilenes,Costa,23568,SED Av Costa de Montemar - Arenales,300.00 kVA,226,,,,,1,,1,,
3852,Quilpué,Marga Marga,Marga Marga,20857,Los Molles Parcela 6,30.00 kVA,27,,,,,26,,9,,4
3853,Placeres,Placilla,valparaiso,11671,Cardenal Samore VIII B,100.00 kVA,127,,,,,13,,6,1,
3854,Miraflores,Salinas,Costa,20307,Las Azucenas Los Pajaritos,75.00 kVA,83,,,,,7,,3,,2
3855,Placilla,Curauma,valparaiso,10726,Bosques de Curauma 2,300.00 kVA,169,1,1,,,16,,6,,
3856,Peñablanca,El Rincón,Marga Marga,23025,B.Leighton Cuarta,150.00 kVA,75,,,,,3,,1,1,1
3857,Mayaca,Boco,Quillota,30879,Nemesio Antunez,100.00 kVA,111,,,,,10,,1,1,
3858,Reñaca,Jorge Montt,Costa,20127,SED Las Canitas 6,300.00 kVA,62,,,1,1,31,,3,,3
3859,Valparaíso,Uruguay,valparaiso,10077,Galleguillos Echaurren,100.00 kVA,144,,,,,13,,5,1,
3860,El Melón,Pataguas,Quillota,31080,La Paz Consultorio,100.00 kVA,43,,,,,12,,2,1,
3861,Peñablanca,Wilson,Marga Marga,23285,Good Bless You San Pablo,150.00 kVA,149,,,,,8,,1,1,
3862,San Antonio,Las Brisas,San Antonio,50371,Los Morros,45.00 kVA,10,,,,,7,,2,1,1
3863,San Felipe,Putaendo,Los Andes,40499,Las Compuertas_Rio Seco,45.00 kVA,19,,,,,6,,,,1
3864,San Felipe,Tocornal,Los Andes,42131,San José_Callejón San Francisco,30.00 kVA,17,,,,,,,,,1
3865,San Felipe,Tocornal,Los Andes,42481,Irarrazabal OHiggins,75.00 kVA,17,,,,,7,,,,1
3866,Quintero,Loncura,Costa,20359,S/E El Peral Cabrera,45.00 kVA,40,,,,,8,,2,,
3867,San Pedro,Limache,Quillota,30639,El Carmen 1 San Manuel,30.00 kVA,28,,,,,5,,,,2
3868,Mayaca,Boco,Quillota,31110,Pinto Maipu,100.00 kVA,22,,,,,12,,8,2,1
3869,Peñablanca,Huanhuali,Marga Marga,21415,Maturana Valparaíso,150.00 kVA,62,,,,,11,,1,1,2
3870,Placeres,Agua Santa,valparaiso,21314,Brisas 1Santiago Watts,150.00 kVA,184,,,,,12,,2,1,
3871,Mayaca,Prat,Quillota,31662,Manantiales del Inca 3,45.00 kVA,47,,,,,9,,4,,1
3872,San Felipe,San Felipe,Los Andes,40813,Stgo Aldea Planta de revision,75.00 kVA,67,,,1,,4,,1,,1
3873,San Antonio,Aguas Buenas,San Antonio,50760,Ortuzar Condominio Sta Lucia,75.00 kVA,96,,,,,,,,,1
3874,Playa Ancha,La Pólvora,valparaiso,10530,Otaegui Tres Norte,75.00 kVA,83,,,,,17,,7,1,1
3875,Reñaca,Alejandro Navarrete,Costa,22908,SED Barrio Parque Viña,300.00 kVA,146,,,,,11,,5,,
3876,Valparaíso,Uruguay,valparaiso,11758,SED Pedro de Oña,75.00 kVA,55,,,,,18,,4,4,2
3877,La Calera,La Palmilla,Quillota,30110,Bellavista Cmno Internacional,15.00 kVA,9,,,1,1,,,,,3
3878,Quilpué,Quilpué,Marga Marga,22423,SED Popayan Varas,75.00 kVA,110,,,,,13,,5,,
3879,Bosquemar,Manatiales,Costa,21781,SED San Ignacio Lomas de Montemar,300.00 kVA,73,,,,,4,,3,,
